#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT001297912.1|SAMN28028292|GCA_023214395.1|Salmonella enterica||FDA1188485-S006-001|Pathogen: environmental/food/other	1188485-S001-001	NULL	tropical fruit	PAIRED	NULL	NULL	ILLUMINA	SRR19032627	GCA_023214395.1	Contig	416989	4910462	38	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28028292	"CFSAN122837"",""FDA1188485-S006-001"",""SRS12848925"	FDA	2022-04-20	environmental/other	33076948	Mexico	NULL	NULL	fresh papaya	NULL	food (fresh):FOODON_00002457| papaya (whole| raw):FOODON_03301830	NULL	NULL	Salmonella enterica	NULL	Food	28901	CFSAN	2022-05-02	FDA1188485-S006-001	NULL	GenomeTrakr	PDT001297912.1	2022-05-02	28901	ABGAFZ	ABGAFZ000000000.1	NULL	NULL	"serotype=Agona"",""antigen_formula=4:f,g,s:-"	0	0	0	0	3	1	NULL	fosA7.2,mdsA,mdsB	fosA7.2	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001300301.1|SAMN28109474|GCA_023306545.1|Salmonella enterica||FDA1189619-S005-001|Pathogen: environmental/food/other	1189619-S005-001	NULL	animal feed	PAIRED	NULL	NULL	ILLUMINA	SRR19117956	GCA_023306545.1	Contig	332018	4772421	35	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28109474	"CFSAN122928"",""FDA1189619-S005-001"",""FNE1189619-S005-001"",""SRS12924993"	FDA	2022-03-22	environmental/other	33194248	USA:IL	NULL	NULL	pet food with whitefish	NULL	pet food:FOODON_00002682| whitefish:FOODON_00003281	NULL	NULL	Salmonella enterica	NULL	Animal feed	28901	CFSAN	2022-05-06	FDA1189619-S005-001	NULL	GenomeTrakr	PDT001300301.1	2022-05-06	28901	ABGCLE	ABGCLE000000000.1	NULL	NULL	"serotype=Infantis"",""antigen_formula=7:r:1,5"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsR,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001300302.1|SAMN28109524|GCA_023306525.1|Salmonella enterica||FDA1189619-S002-001|Pathogen: environmental/food/other	1189619-S002-001	NULL	animal feed	PAIRED	NULL	NULL	ILLUMINA	SRR19117957	GCA_023306525.1	Contig	245768	4768032	42	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28109524	"CFSAN122925"",""FDA1189619-S002-001"",""FNE1189619-S002-001"",""SRS12924994"	FDA	2022-03-22	environmental/other	33194228	USA:IL	NULL	NULL	pet food with corn chicken menhaden fish	NULL	pet food:FOODON_00002682| menhaden:FOODON_03411396| corn:FOODON_03310640| chicken:FOODON_03411457	NULL	NULL	Salmonella enterica	NULL	Animal feed	28901	CFSAN	2022-05-06	FDA1189619-S002-001	NULL	GenomeTrakr	PDT001300302.1	2022-05-06	28901	ABGCLD	ABGCLD000000000.1	NULL	NULL	"serotype=Infantis"",""antigen_formula=7:r:1,5"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsR,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001300303.1|SAMN28109473|GCA_023306505.1|Salmonella enterica||FDA1187817-C001-001|Pathogen: environmental/food/other	1187817-C001-001	NULL	grains| seeds	PAIRED	NULL	NULL	ILLUMINA	SRR19117958	GCA_023306505.1	Contig	421005	4906102	38	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28109473	"CFSAN122843"",""FDA1187817-C001-001"",""SRS12924995"	FDA	2022-04-13	environmental/other	33194208	Egypt	NULL	NULL	tahini	NULL	tahina:CURATION_0001663	NULL	NULL	Salmonella enterica	NULL	Food	28901	CFSAN	2022-05-06	FDA1187817-C001-001	NULL	GenomeTrakr	PDT001300303.1	2022-05-06	28901	ABGCLC	ABGCLC000000000.1	NULL	NULL	"serotype=Senftenberg"",""antigen_formula=1,3,19:g,s,t:-"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	19	arsD=HMM,asr=HMM,golS,golT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001300306.1|SAMN28109451|GCA_023306445.1|Salmonella enterica||FDA1189619-S006-001|Pathogen: environmental/food/other	1189619-S006-001	NULL	animal feed	PAIRED	NULL	NULL	ILLUMINA	SRR19117961	GCA_023306445.1	Contig	269597	4798472	41	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28109451	"CFSAN122929"",""FDA1189619-S006-001"",""FNE1189619-S006-001"",""SRS12924998"	FDA	2022-03-22	environmental/other	33194148	USA:IL	NULL	NULL	pet food with corn chicken menhaden fish	NULL	pet food:FOODON_00002682| menhaden:FOODON_03411396| corn:FOODON_03310640| chicken:FOODON_03411457	NULL	NULL	Salmonella enterica	NULL	Animal feed	28901	CFSAN	2022-05-06	FDA1189619-S006-001	NULL	GenomeTrakr	PDT001300306.1	2022-05-06	28901	ABGCLB	ABGCLB000000000.1	NULL	NULL	"serotype=Infantis"",""antigen_formula=7:r:1,5"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsR,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001300312.1|SAMN28109475|GCA_023306385.1|Salmonella enterica||FDA1186340-C001-003|Pathogen: environmental/food/other	1186340-C001-003	NULL	vegetable row crops (leafy)	PAIRED	NULL	NULL	ILLUMINA	SRR19118038	GCA_023306385.1	Contig	478498	4734538	32	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28109475	"CFSAN121972"",""FDA1186340-C001-003"",""FNE1186340-C001-003"",""SRS12925064"	FDA	2022-03-30	environmental/other	33194088	Lebanon	NULL	NULL	dried mit	NULL	food (dried):FOODON_03307539| mint food product:FOODON_00002432	NULL	NULL	Salmonella enterica	NULL	Food	28901	CFSAN	2022-05-06	FDA1186340-C001-003	NULL	GenomeTrakr	PDT001300312.1	2022-05-06	28901	ABGCKV	ABGCKV000000000.1	NULL	NULL	"serotype=Enteritidis"",""antigen_formula=9:g,m:-"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	iroB,iroC,sinH=PARTIAL,sodC1	3.10.24	2022-04-04.1	COMBINED	1
PDT001300313.1|SAMN28109519|GCA_023306325.1|Salmonella enterica||FDA1187817-C002-001|Pathogen: environmental/food/other	1187817-C002-001	NULL	grains| seeds	PAIRED	NULL	NULL	ILLUMINA	SRR19118039	GCA_023306325.1	Contig	537588	4930033	44	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28109519	"CFSAN122844"",""FDA1187817-C002-001"",""SRS12925065"	FDA	2022-04-13	environmental/other	33194028	Egypt	NULL	NULL	tahini	NULL	tahina:CURATION_0001663	NULL	NULL	Salmonella enterica	NULL	Food	28901	CFSAN	2022-05-06	FDA1187817-C002-001	NULL	GenomeTrakr	PDT001300313.1	2022-05-06	28901	ABGCKR	ABGCKR000000000.1	NULL	NULL	"serotype=Senftenberg"",""antigen_formula=1,3,19:g,s,t:-"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	19	arsD=HMM,asr=HMM,golS,golT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001300314.1|SAMN28109528|GCA_023306305.1|Salmonella enterica||FDA1189619-S003-001|Pathogen: environmental/food/other	1189619-S003-001	NULL	animal feed	PAIRED	NULL	NULL	ILLUMINA	SRR19118040	GCA_023306305.1	Contig	332018	4749800	36	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28109528	"CFSAN122926"",""FDA1189619-S003-001"",""FNE1189619-S003-001"",""SRS12925066"	FDA	2022-03-22	environmental/other	33194008	USA:IL	NULL	NULL	pet food with turkey chicken whitefish	NULL	pet food:FOODON_00002682| whitefish:FOODON_00003281| chicken:FOODON_03411457| turkey:FOODON_00002805	NULL	NULL	Salmonella enterica	NULL	Animal feed	28901	CFSAN	2022-05-06	FDA1189619-S003-001	NULL	GenomeTrakr	PDT001300314.1	2022-05-06	28901	ABGCKT	ABGCKT000000000.1	NULL	NULL	"serotype=Infantis"",""antigen_formula=7:r:1,5"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsR,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001300315.1|SAMN28109522|GCA_023306225.1|Salmonella enterica||FDA1186285-C002-001|Pathogen: environmental/food/other	1186285-C002-001	NULL	grains	PAIRED	NULL	NULL	ILLUMINA	SRR19118041	GCA_023306225.1	Contig	359039	4955167	35	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28109522	"CFSAN122842"",""FDA1186285-C002-001"",""SRS12925067"	FDA	2022-03-30	environmental/other	33193928	Syria	NULL	NULL	sesame tahini	NULL	sesame seed paste:FOODON_03304154	NULL	NULL	Salmonella enterica	NULL	Food	28901	CFSAN	2022-05-06	FDA1186285-C002-001	NULL	GenomeTrakr	PDT001300315.1	2022-05-06	28901	ABGCKS	ABGCKS000000000.1	NULL	NULL	"serotype=Havana"",""antigen_formula=13:f,g:-"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001300320.1|SAMN28109506|GCA_023306285.1|Salmonella enterica||FDA1186285-C001-003|Pathogen: environmental/food/other	1186285-C001-003	NULL	grains	PAIRED	NULL	NULL	ILLUMINA	SRR19118079	GCA_023306285.1	Contig	325766	4928403	44	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28109506	"CFSAN122841"",""FDA1186285-C001-003"",""SRS12925105"	FDA	2022-03-30	environmental/other	33193998	Syria	NULL	NULL	sesame tahini	NULL	sesame seed paste:FOODON_03304154	NULL	NULL	Salmonella enterica	NULL	Food	28901	CFSAN	2022-05-06	FDA1186285-C001-003	NULL	GenomeTrakr	PDT001300320.1	2022-05-06	28901	ABGCKO	ABGCKO000000000.1	NULL	NULL	"serotype=Tennessee"",""antigen_formula=7:z29:-"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001300321.1|SAMN28109505|GCA_023306185.1|Salmonella enterica||FDA1189619-S001-001|Pathogen: environmental/food/other	1189619-S001-001	NULL	animal feed	PAIRED	NULL	NULL	ILLUMINA	SRR19118080	GCA_023306185.1	Contig	245768	4844102	43	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28109505	"CFSAN122924"",""FDA1189619-S001-001"",""FNE1189619-S001-001"",""SRS12925106"	FDA	2022-03-22	environmental/other	33193868	USA:IL	NULL	NULL	pet food with lamb salmon	NULL	pet food:FOODON_00002682| lamb:FOODON_03411669| salmon:FOODON:00003473	NULL	NULL	Salmonella enterica	NULL	Animal feed	28901	CFSAN	2022-05-06	FDA1189619-S001-001	NULL	GenomeTrakr	PDT001300321.1	2022-05-06	28901	ABGCKN	ABGCKN000000000.1	NULL	NULL	"serotype=Infantis"",""antigen_formula=7:r:1,5"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsR,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001300323.1|SAMN28109526|GCA_023306145.1|Salmonella enterica||FDA1189619-S004-001|Pathogen: environmental/food/other	1189619-S004-001	NULL	animal feed	PAIRED	NULL	NULL	ILLUMINA	SRR19118082	GCA_023306145.1	Contig	269597	4800273	35	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28109526	"CFSAN122927"",""FDA1189619-S004-001"",""FNE1189619-S004-001"",""SRS12925108"	FDA	2022-03-22	environmental/other	33193848	USA:IL	NULL	NULL	pet food with turkey chicken whitefish	NULL	pet food:FOODON_00002682| whitefish:FOODON_00003281| chicken:FOODON_03411457| turkey:FOODON_00002805	NULL	NULL	Salmonella enterica	NULL	Animal feed	28901	CFSAN	2022-05-06	FDA1189619-S004-001	NULL	GenomeTrakr	PDT001300323.1	2022-05-06	28901	ABGCKM	ABGCKM000000000.1	NULL	NULL	"serotype=Infantis"",""antigen_formula=7:r:1,5"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsR,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001305916.1|SAMN28191513|GCA_023346605.1|Salmonella enterica||FDA1188676-C001-001|Pathogen: environmental/food/other	1188676-C001-001	NULL	multi-ingredient| grains| other (confectionery)| root/underground (tubers)	PAIRED	NULL	NULL	ILLUMINA	SRR19167266	GCA_023346605.1	Contig	45695	4758068	199	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28191513	"CFSAN122954"",""FDA1188676-C001-001"",""SRS12966600"	FDA	2022-04-22	environmental/other	33248918	Bangladesh	NULL	NULL	potato cracker	NULL	potato cracker:FOODON_03302362	NULL	NULL	Salmonella enterica	NULL	Food	28901	CFSAN	2022-05-11	FDA1188676-C001-001	NULL	GenomeTrakr	PDT001305916.1	2022-05-11	28901	ABGEAS	ABGEAS000000000.1	NULL	NULL	"serotype=Agona"",""antigen_formula=4:f,g,s:-"	0	0	0	0	3	1	NULL	fosA7.2,mdsA,mdsB	fosA7.2	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001308978.1|SAMN28450028|GCA_023444505.1|Salmonella enterica||FDA1188968-S003-011|Pathogen: environmental/food/other	1188968-S003-011	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19221712	GCA_023444505.1	Contig	81495	4737560	126	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450028	"CFSAN122985"",""FDA1188968-S003-011"",""SRS13015794"	FDA	2022-04-28	environmental/other	33353588	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-011	NULL	GenomeTrakr	PDT001308978.1	2022-05-16	28901	ABGFYC	ABGFYC000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001308984.1|SAMN28449912|GCA_023440775.1|Salmonella enterica||FDA1188968-S001-016|Pathogen: environmental/food/other	1188968-S001-016	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19221718	GCA_023440775.1	Contig	400888	4990454	38	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28449912	"CFSAN122970"",""FDA1188968-S001-016"",""SRS13015800"	FDA	2022-04-28	environmental/other	33349868	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-016	NULL	GenomeTrakr	PDT001308984.1	2022-05-16	28901	ABGFXS	ABGFXS000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001308985.1|SAMN28450021|GCA_023440635.1|Salmonella enterica||FDA1188968-S003-018|Pathogen: environmental/food/other	1188968-S003-018	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19221719	GCA_023440635.1	Contig	122321	4757472	84	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450021	"CFSAN122992"",""FDA1188968-S003-018"",""SRS13015801"	FDA	2022-04-28	environmental/other	33349718	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-018	NULL	GenomeTrakr	PDT001308985.1	2022-05-16	28901	ABGFXP	ABGFXP000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309015.1|SAMN28450107|GCA_023442185.1|Salmonella enterica||FDA1188968-S001-013|Pathogen: environmental/food/other	1188968-S001-013	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19221955	GCA_023442185.1	Contig	395497	5026174	36	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450107	"CFSAN122967"",""FDA1188968-S001-013"",""SRS13016029"	FDA	2022-04-28	environmental/other	33351248	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-013	NULL	GenomeTrakr	PDT001309015.1	2022-05-16	28901	ABGFXW	ABGFXW000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309016.1|SAMN28450088|GCA_023440195.1|Salmonella enterica||FDA1188968-S003-017|Pathogen: environmental/food/other	1188968-S003-017	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19221956	GCA_023440195.1	Contig	90231	4799139	114	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450088	"CFSAN122991"",""FDA1188968-S003-017"",""SRS13016030"	FDA	2022-04-28	environmental/other	33349278	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-017	NULL	GenomeTrakr	PDT001309016.1	2022-05-16	28901	ABGFXK	ABGFXK000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309017.1|SAMN28450104|GCA_023413905.1|Salmonella enterica||FDA1188968-S003-014|Pathogen: environmental/food/other	1188968-S003-014	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19221957	GCA_023413905.1	Contig	82475	4715817	133	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450104	"CFSAN122988"",""FDA1188968-S003-014"",""SRS13016031"	FDA	2022-04-28	environmental/other	33322998	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-014	NULL	GenomeTrakr	PDT001309017.1	2022-05-16	28901	ABGFMA	ABGFMA000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309018.1|SAMN28450081|GCA_023440155.1|Salmonella enterica||FDA1188968-S003-016|Pathogen: environmental/food/other	1188968-S003-016	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19221958	GCA_023440155.1	Contig	84919	4727925	111	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450081	"CFSAN122990"",""FDA1188968-S003-016"",""SRS13016032"	FDA	2022-04-28	environmental/other	33349248	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-016	NULL	GenomeTrakr	PDT001309018.1	2022-05-16	28901	ABGFXJ	ABGFXJ000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309019.1|SAMN28450094|GCA_023440035.1|Salmonella enterica||FDA1188968-S001-012|Pathogen: environmental/food/other	1188968-S001-012	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19221959	GCA_023440035.1	Contig	425497	4987142	36	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450094	"CFSAN122966"",""FDA1188968-S001-012"",""SRS13016033"	FDA	2022-04-28	environmental/other	33349128	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-012	NULL	GenomeTrakr	PDT001309019.1	2022-05-16	28901	ABGFXI	ABGFXI000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309020.1|SAMN28450246|GCA_023440115.1|Salmonella enterica||FDA1188968-S003-015|Pathogen: environmental/food/other	1188968-S003-015	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19221960	GCA_023440115.1	Contig	82637	4745710	99	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450246	"CFSAN122989"",""FDA1188968-S003-015"",""SRS13016034"	FDA	2022-04-28	environmental/other	33349198	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-015	NULL	GenomeTrakr	PDT001309020.1	2022-05-16	28901	ABGFXH	ABGFXH000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309021.1|SAMN28450243|GCA_023440055.1|Salmonella enterica||FDA1188968-S003-013|Pathogen: environmental/food/other	1188968-S003-013	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19221985	GCA_023440055.1	Contig	77510	4718608	121	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450243	"CFSAN122987"",""FDA1188968-S003-013"",""SRS13016058"	FDA	2022-04-28	environmental/other	33349138	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-013	NULL	GenomeTrakr	PDT001309021.1	2022-05-16	28901	ABGFXG	ABGFXG000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309023.1|SAMN28450240|GCA_023439925.1|Salmonella enterica||FDA1188968-S001-011|Pathogen: environmental/food/other	1188968-S001-011	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19223877	GCA_023439925.1	Contig	405743	4958645	43	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450240	"CFSAN122965"",""FDA1188968-S001-011"",""SRS13018255"	FDA	2022-04-28	environmental/other	33349018	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-011	NULL	GenomeTrakr	PDT001309023.1	2022-05-16	28901	ABGFXE	ABGFXE000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309024.1|SAMN28450097|GCA_023439985.1|Salmonella enterica||FDA1188968-S003-019|Pathogen: environmental/food/other	1188968-S003-019	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19223878	GCA_023439985.1	Contig	80840	4730696	116	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450097	"CFSAN122993"",""FDA1188968-S003-019"",""SRS13018256"	FDA	2022-04-28	environmental/other	33349078	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-019	NULL	GenomeTrakr	PDT001309024.1	2022-05-16	28901	ABGFXC	ABGFXC000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
